# target_mode=random
# benchmark=sphere
target_mode,lora_rank,search_dim,method,seed,is_best,relative_mse,benchmark_value
random,2,80,Random_projection,21021,0,8.0697403537824597e-01,8.1756525909414079e-01
random,2,80,Random_projection,21022,0,8.4620374580562419e-01,8.5730984437650903e-01
random,2,80,Random_projection,21023,0,8.0157226912584900e-01,8.1209259673811229e-01
random,2,80,Random_projection,21024,0,7.6808331040616029e-01,7.7816410832073468e-01
random,2,80,Random_projection,21025,0,8.1713364351881845e-01,8.2785820818245781e-01
random,2,80,Random_projection,21026,0,8.2347848439814120e-01,8.3428632265702474e-01
random,2,80,Random_projection,21027,1,7.2469557025783315e-01,7.3420692077721017e-01
random,2,80,Random_projection,21028,0,7.8140693997596056e-01,7.9166260540212141e-01
random,2,80,Random_projection,21029,0,8.3318891279652840e-01,8.4412419669187078e-01
random,2,80,Random_blocking,21000,0,8.1676917775107516e-01,8.2748895894174790e-01
random,2,80,Random_blocking,21001,0,7.6857975521700905e-01,7.7866706877870939e-01
random,2,80,Random_blocking,21002,0,7.8762508762645067e-01,7.9796236384797481e-01
random,2,80,Random_blocking,21003,0,7.6488175235140288e-01,7.7492053104836822e-01
random,2,80,Random_blocking,21004,0,7.9258570805148054e-01,8.0298809050739128e-01
random,2,80,Random_blocking,21005,0,7.9353475065632662e-01,8.0394958893126389e-01
random,2,80,Random_blocking,21006,0,7.5453027848235721e-01,7.6443319806771570e-01
random,2,80,Random_blocking,21007,0,7.3894914225994546e-01,7.4864756542752020e-01
random,2,80,Random_blocking,21008,0,8.4680443601940003e-01,8.5791841841821381e-01
random,2,80,Random_blocking,21009,0,7.9944982379234275e-01,8.0994229512625449e-01
random,2,80,Random_blocking,21010,0,8.1794006705520761e-01,8.2867521571747549e-01
random,2,80,Random_blocking,21011,0,7.9618308734867271e-01,8.0663268402369970e-01
random,2,80,Random_blocking,21012,0,7.6223713847368091e-01,7.7224120763106607e-01
random,2,80,Random_blocking,21013,0,8.5937126277165599e-01,8.7065017993627014e-01
random,2,80,Random_blocking,21014,0,7.9682348793399382e-01,8.0728148962029689e-01
random,2,80,Random_blocking,21015,0,7.6220564277431202e-01,7.7220929856276155e-01
random,2,80,Random_blocking,21016,0,7.3580878257565485e-01,7.4546598973068567e-01
random,2,80,Random_blocking,21017,0,8.0350731787904250e-01,8.1405304226164499e-01
random,2,80,Random_blocking,21018,0,7.5918096951340008e-01,7.6914492762910014e-01
random,2,80,Random_blocking,21019,0,7.7635171219312693e-01,7.8654102969973205e-01
random,2,80,Random_blocking,21020,0,8.1009577673233646e-01,8.2072797210235493e-01
random,2,80,Random_blocking,21021,1,6.9891140037284194e-01,7.0808434358342298e-01
random,2,80,Random_blocking,21022,0,7.9492051302262068e-01,8.0535353889541739e-01
random,2,80,Random_blocking,21023,0,8.2652074376307039e-01,8.3736851050555217e-01
random,2,80,Random_blocking,21024,0,7.8711392255076229e-01,7.9744448992734851e-01
random,2,80,Random_blocking,21025,0,8.1277293117968674e-01,8.2344026317174113e-01
random,2,80,Random_blocking,21026,0,7.8726599107711159e-01,7.9759855429459492e-01
random,2,80,Random_blocking,21027,0,7.6537138628167511e-01,7.7541659123557949e-01
random,2,80,Random_blocking,21028,0,8.0148368929247926e-01,8.1200285432851227e-01
random,2,80,Random_blocking,21029,0,8.2687076789589364e-01,8.3772312857044029e-01
random,4,160,LoRA_SVD,,1,4.7283520437230225e-01,4.7904098449744664e-01
random,4,160,LoRA_LBFGS,4,1,4.7283520437230964e-01,4.7904098449745414e-01
random,4,160,Random_projection,41000,0,6.2656773531399601e-01,6.3479119575626608e-01
random,4,160,Random_projection,41001,0,6.0668720982572177e-01,6.1464974602036448e-01
random,4,160,Random_projection,41002,0,6.0253464006419299e-01,6.1044267537849506e-01
random,4,160,Random_projection,41003,0,6.0359331089735646e-01,6.1151524085900022e-01
random,4,160,Random_projection,41004,0,6.2631303964066132e-01,6.3453315730021786e-01
random,4,160,Random_projection,41005,0,5.4054061704038192e-01,5.4763500465586334e-01
random,4,160,Random_projection,41006,0,6.7609516533493841e-01,6.8496865423962272e-01
random,4,160,Random_projection,41007,0,6.1764754975348835e-01,6.2575393619248598e-01
random,4,160,Random_projection,41008,0,5.1772284854453210e-01,5.2451776172807119e-01
random,4,160,Random_projection,41009,0,6.4635684129781501e-01,6.5484002614189185e-01
random,4,160,Random_projection,41010,0,5.5580294626389670e-01,5.6309764607796842e-01
random,4,160,Random_projection,41011,0,5.5966592391029268e-01,5.6701132381961994e-01
random,4,160,Random_projection,41012,0,5.8220958696157965e-01,5.8985086377435647e-01
random,4,160,Random_projection,41013,0,5.9620906102513960e-01,6.0403407554843958e-01
random,4,160,Random_projection,41014,0,5.7781581443883034e-01,5.8539942467783279e-01
random,4,160,Random_projection,41015,0,6.7139822972709828e-01,6.8021007315916404e-01
random,4,160,Random_projection,41016,1,5.1157847435968040e-01,5.1829274499620692e-01
random,4,160,Random_projection,41017,0,5.4607971210852269e-01,5.5324679821550238e-01
random,4,160,Random_projection,41018,0,6.1984119441029673e-01,6.2797637159136899e-01
random,4,160,Random_projection,41019,0,6.4291250835005342e-01,6.5135048764946279e-01
random,4,160,Random_projection,41020,0,6.1054427374916154e-01,6.1855743242372152e-01
random,4,160,Random_projection,41021,0,6.0599900701472975e-01,6.1395251081227731e-01
random,4,160,Random_projection,41022,0,6.3473318700041570e-01,6.4306381585425887e-01
random,4,160,Random_projection,41023,0,6.5253885945568602e-01,6.6110318090943709e-01
random,4,160,Random_projection,41024,0,6.5366831135484316e-01,6.6224745643019278e-01
random,4,160,Random_projection,41025,0,6.4319195058427336e-01,6.5163359745548621e-01
random,4,160,Random_projection,41026,0,5.9497569664813466e-01,6.0278452373854663e-01
random,4,160,Random_projection,41027,0,6.2234855966413416e-01,6.3051664504940708e-01
random,4,160,Random_projection,41028,0,6.6682695145866089e-01,6.7557879862233872e-01
random,4,160,Random_projection,41029,0,5.4464834031175813e-01,5.5179664021465247e-01
random,4,160,Random_blocking,41000,0,6.1694757874005612e-01,6.2504477832882954e-01
random,4,160,Random_blocking,41001,0,6.5342743428177530e-01,6.6200341793822293e-01
random,4,160,Random_blocking,41002,0,6.0475453793425715e-01,6.1269170855395627e-01
random,4,160,Random_blocking,41003,0,5.8672748558235877e-01,5.9442805807618682e-01
random,4,160,Random_blocking,41004,1,5.6796339916034266e-01,5.7541770023971717e-01
random,4,160,Random_blocking,41005,0,6.2618106207713120e-01,6.3439944758194722e-01
random,4,160,Random_blocking,41006,0,6.1330671722809305e-01,6.2135613191041195e-01
random,4,160,Random_blocking,41007,0,6.1642151109269061e-01,6.2451180624600677e-01
random,4,160,Random_blocking,41008,0,5.9568352302436633e-01,6.0350164006361684e-01
random,4,160,Random_blocking,41009,0,6.2316308383695840e-01,6.3134185953859612e-01
random,4,160,Random_blocking,41010,0,6.3150731048912123e-01,6.3979560095497034e-01
random,4,160,Random_blocking,41011,0,6.4047103692476870e-01,6.4887697285112322e-01
random,4,160,Random_blocking,41012,0,6.2015294443386582e-01,6.2829221321404571e-01
random,4,160,Random_blocking,41013,0,6.8409561877328462e-01,6.9307411055102219e-01
random,4,160,Random_blocking,41014,0,6.3931719658830155e-01,6.4770798880420177e-01
random,4,160,Random_blocking,41015,0,6.1267948671583350e-01,6.2072066923901770e-01
random,4,160,Random_blocking,41016,0,6.4147668215739662e-01,6.4989581679048858e-01
random,4,160,Random_blocking,41017,0,6.3394103204639385e-01,6.4226126417126195e-01
random,4,160,Random_blocking,41018,0,5.8624746084608059e-01,5.9394173319994359e-01
random,4,160,Random_blocking,41019,0,6.4670696957627583e-01,6.5519474971928904e-01
random,4,160,Random_blocking,41020,0,6.4450893536484621e-01,6.5296786715456945e-01
random,4,160,Random_blocking,41021,0,5.9481103814959757e-01,6.0261770416057170e-01
random,4,160,Random_blocking,41022,0,6.4184061088663624e-01,6.5026452194427098e-01
random,4,160,Random_blocking,41023,0,6.3457703252152498e-01,6.4290561190791606e-01
random,4,160,Random_blocking,41024,0,6.0754645487193737e-01,6.1552026832720097e-01
random,4,160,Random_blocking,41025,0,6.3397629145736090e-01,6.4229698634843135e-01
random,4,160,Random_blocking,41026,0,6.1580847839155906e-01,6.2389072772654874e-01
random,4,160,Random_blocking,41027,0,5.7732395921841984e-01,5.8490111404690492e-01
random,4,160,Random_blocking,41028,0,6.7704341619912667e-01,6.8592935053154602e-01
random,4,160,Random_blocking,41029,0,5.8577945971094469e-01,5.9346758972998126e-01
