# target_mode=random
# benchmark=ackley
target_mode,lora_rank,search_dim,method,seed,is_best,relative_mse,benchmark_value
random,1,40,Random_projection,11024,0,9.1362816504720612e-01,5.2423177030868651e+00
random,1,40,Random_projection,11025,0,8.9414520536141728e-01,5.1550019892290031e+00
random,1,40,Random_projection,11026,0,8.8271529292872275e-01,5.1224902610195500e+00
random,1,40,Random_projection,11027,1,8.6564117294390031e-01,5.1426825489777528e+00
random,1,40,Random_projection,11028,0,8.9024315897446782e-01,5.2119742245958989e+00
random,1,40,Random_projection,11029,0,9.0904988817597721e-01,5.2352968503017614e+00
random,1,40,Random_blocking,11000,0,8.9225539762435446e-01,5.2413021279317462e+00
random,1,40,Random_blocking,11001,0,8.6315993779003564e-01,5.1293420112420982e+00
random,1,40,Random_blocking,11002,0,8.9576702043945966e-01,5.1800571026495170e+00
random,1,40,Random_blocking,11003,0,8.8824673018903388e-01,5.1615132584413281e+00
random,1,40,Random_blocking,11004,0,8.9287796157030297e-01,5.1642269014631559e+00
random,1,40,Random_blocking,11005,0,8.7434859751812366e-01,5.1137137709466209e+00
random,1,40,Random_blocking,11006,0,8.8313308381124100e-01,5.1505096955428478e+00
random,1,40,Random_blocking,11007,0,9.0225240573495524e-01,5.1686532251129691e+00
random,1,40,Random_blocking,11008,0,8.7348605769140575e-01,5.1376019403507129e+00
random,1,40,Random_blocking,11009,0,8.9516799487502985e-01,5.1629946847185870e+00
random,1,40,Random_blocking,11010,0,8.9342467186665675e-01,5.1369752503861257e+00
random,1,40,Random_blocking,11011,0,9.0983212371634870e-01,5.1771397766934442e+00
random,1,40,Random_blocking,11012,1,8.4261708802453472e-01,5.0715276148520338e+00
random,1,40,Random_blocking,11013,0,8.6446338094492259e-01,5.1579596686296618e+00
random,1,40,Random_blocking,11014,0,9.0739886833231143e-01,5.2258090673498643e+00
random,1,40,Random_blocking,11015,0,8.7362642564453019e-01,5.0832678337372066e+00
random,1,40,Random_blocking,11016,0,8.8271267116659646e-01,5.1326642648028944e+00
random,1,40,Random_blocking,11017,0,8.9598990168246651e-01,5.1056513898089015e+00
random,1,40,Random_blocking,11018,0,8.8492190139812599e-01,5.1863648944099658e+00
random,1,40,Random_blocking,11019,0,8.6239017549943764e-01,5.0447012294720039e+00
random,1,40,Random_blocking,11020,0,9.1176975880794420e-01,5.2146326074304774e+00
random,1,40,Random_blocking,11021,0,8.6510286221287380e-01,5.1236666159928461e+00
random,1,40,Random_blocking,11022,0,9.4157731309008230e-01,5.2758257084534108e+00
random,1,40,Random_blocking,11023,0,9.0520904703612393e-01,5.1581332631839771e+00
random,1,40,Random_blocking,11024,0,8.7111258818505211e-01,5.1355503654995012e+00
random,1,40,Random_blocking,11025,0,8.6167258153519988e-01,5.1081440393135651e+00
random,1,40,Random_blocking,11026,0,8.7615737228285340e-01,5.1386402258469879e+00
random,1,40,Random_blocking,11027,0,9.1532128520321576e-01,5.1637158642188616e+00
random,1,40,Random_blocking,11028,0,9.3214576522510750e-01,5.2395105177078491e+00
random,1,40,Random_blocking,11029,0,8.7622254307945802e-01,5.1529620202308983e+00
random,2,80,LoRA_SVD,,1,7.0558314140458556e-01,4.8391845225785524e+00
random,2,80,LoRA_LBFGS,4,1,7.0558314140459055e-01,4.8391845556548638e+00
random,2,80,Random_projection,21000,0,8.1376734570590470e-01,5.0322709869217306e+00
random,2,80,Random_projection,21001,0,8.1283876866993732e-01,5.0381855002774252e+00
random,2,80,Random_projection,21002,0,8.4068205350350356e-01,5.1350468036042152e+00
random,2,80,Random_projection,21003,0,8.3793950163594333e-01,5.0925176776158452e+00
random,2,80,Random_projection,21004,0,7.6824696010941251e-01,4.9467026340944962e+00
random,2,80,Random_projection,21005,0,8.1632397789967714e-01,5.0642773392587017e+00
random,2,80,Random_projection,21006,0,8.2240338258552770e-01,5.0083702014890825e+00
random,2,80,Random_projection,21007,0,8.1320230561892393e-01,5.0829126814899723e+00
random,2,80,Random_projection,21008,0,8.2280440727427751e-01,5.0260261777468855e+00
random,2,80,Random_projection,21009,0,8.1444866305857111e-01,5.0190845780219782e+00
random,2,80,Random_projection,21010,0,8.1691249034001701e-01,5.0047149464839329e+00
random,2,80,Random_projection,21011,0,7.9611978738510580e-01,4.9724021798775446e+00
random,2,80,Random_projection,21012,0,8.6666686599011988e-01,5.1217054335950145e+00
random,2,80,Random_projection,21013,0,8.0386132055077020e-01,4.9849050397011148e+00
random,2,80,Random_projection,21014,0,8.2613649329453431e-01,5.0894129421308811e+00
random,2,80,Random_projection,21015,0,7.4572903616183184e-01,4.8399023241408976e+00
random,2,80,Random_projection,21016,0,8.0024363668252085e-01,5.0425086050733157e+00
random,2,80,Random_projection,21017,0,7.6535729521336493e-01,5.0255544346997318e+00
random,2,80,Random_projection,21018,0,8.1299381037299789e-01,5.0242378360997044e+00
random,2,80,Random_projection,21019,0,7.8507507395357379e-01,4.9978388137587224e+00
random,2,80,Random_projection,21020,0,7.8906718376732998e-01,4.9948815781167610e+00
random,2,80,Random_projection,21021,0,8.0697403537824597e-01,4.9777845106804186e+00
random,2,80,Random_projection,21022,0,8.4620374580562419e-01,5.0401195946372717e+00
random,2,80,Random_projection,21023,0,8.0157226912584900e-01,4.9670622593286211e+00
random,2,80,Random_projection,21024,0,7.6808331040616029e-01,4.9286944706139657e+00
random,2,80,Random_projection,21025,0,8.1713364351881845e-01,5.0218056369046380e+00
random,2,80,Random_projection,21026,0,8.2347848439814120e-01,5.0274703273526953e+00
random,2,80,Random_projection,21027,1,7.2469557025783315e-01,4.8487395080375464e+00
random,2,80,Random_projection,21028,0,7.8140693997596056e-01,4.9209987455917918e+00
random,2,80,Random_projection,21029,0,8.3318891279652840e-01,5.0942286546956090e+00
random,2,80,Random_blocking,21000,0,8.1676917775107516e-01,5.0363022180641153e+00
random,2,80,Random_blocking,21001,0,7.6857975521700905e-01,4.9708461393347285e+00
random,2,80,Random_blocking,21002,0,7.8762508762645067e-01,5.0049442213160447e+00
random,2,80,Random_blocking,21003,0,7.6488175235140288e-01,4.9321659329138008e+00
random,2,80,Random_blocking,21004,0,7.9258570805148054e-01,4.9878884028495207e+00
random,2,80,Random_blocking,21005,0,7.9353475065632662e-01,4.9907436039497597e+00
random,2,80,Random_blocking,21006,0,7.5453027848235721e-01,4.9680723462802305e+00
random,2,80,Random_blocking,21007,0,7.3894914225994546e-01,4.9418181951738909e+00
random,2,80,Random_blocking,21008,0,8.4680443601940003e-01,5.1692056008747684e+00
random,2,80,Random_blocking,21009,0,7.9944982379234275e-01,4.9624689727809574e+00
random,2,80,Random_blocking,21010,0,8.1794006705520761e-01,5.0491468482649609e+00
random,2,80,Random_blocking,21011,0,7.9618308734867271e-01,4.9975964247490836e+00
random,2,80,Random_blocking,21012,0,7.6223713847368091e-01,4.9556671700771773e+00
random,2,80,Random_blocking,21013,0,8.5937126277165599e-01,5.1095022873521714e+00
random,2,80,Random_blocking,21014,0,7.9682348793399382e-01,4.9515947014158712e+00
random,2,80,Random_blocking,21015,0,7.6220564277431202e-01,4.9457191871797370e+00
random,2,80,Random_blocking,21016,0,7.3580878257565485e-01,4.8337000276241504e+00
random,2,80,Random_blocking,21017,0,8.0350731787904250e-01,5.0287383277562228e+00
random,2,80,Random_blocking,21018,0,7.5918096951340008e-01,4.9143777602940055e+00
random,2,80,Random_blocking,21019,0,7.7635171219312693e-01,4.9338298158107641e+00
random,2,80,Random_blocking,21020,0,8.1009577673233646e-01,5.0191645223504828e+00
random,2,80,Random_blocking,21021,1,6.9891140037284194e-01,4.7855223373130791e+00
random,2,80,Random_blocking,21022,0,7.9492051302262068e-01,5.0184345288057521e+00
random,2,80,Random_blocking,21023,0,8.2652074376307039e-01,5.0790462381634391e+00
random,2,80,Random_blocking,21024,0,7.8711392255076229e-01,4.9960345225114828e+00
random,2,80,Random_blocking,21025,0,8.1277293117968674e-01,4.9981763259306895e+00
random,2,80,Random_blocking,21026,0,7.8726599107711159e-01,4.9829051423930188e+00
random,2,80,Random_blocking,21027,0,7.6537138628167511e-01,4.9386412815476213e+00
random,2,80,Random_blocking,21028,0,8.0148368929247926e-01,5.0609992270476383e+00
random,2,80,Random_blocking,21029,0,8.2687076789589364e-01,5.0404633674508936e+00
random,4,160,LoRA_SVD,,1,4.7283520437230225e-01,4.3197905502115361e+00
random,4,160,LoRA_LBFGS,4,1,4.7283520437230964e-01,4.3197905087663848e+00
random,4,160,Random_projection,41000,0,6.2656773531399601e-01,4.7345663860273852e+00
random,4,160,Random_projection,41001,0,6.0668720982572177e-01,4.6427690615552706e+00
random,4,160,Random_projection,41002,0,6.0253464006419299e-01,4.6012783661457952e+00
random,4,160,Random_projection,41003,0,6.0359331089735646e-01,4.5942207790146696e+00
random,4,160,Random_projection,41004,0,6.2631303964066132e-01,4.6696997797922108e+00
random,4,160,Random_projection,41005,0,5.4054061704038192e-01,4.5583777332618851e+00
random,4,160,Random_projection,41006,0,6.7609516533493841e-01,4.7605979579503703e+00
random,4,160,Random_projection,41007,0,6.1764754975348835e-01,4.6645206993183486e+00
random,4,160,Random_projection,41008,0,5.1772284854453210e-01,4.4572562861972145e+00
random,4,160,Random_projection,41009,0,6.4635684129781501e-01,4.7365000459609057e+00
random,4,160,Random_projection,41010,0,5.5580294626389670e-01,4.4776589418390991e+00
random,4,160,Random_projection,41011,0,5.5966592391029268e-01,4.5052794090533013e+00
random,4,160,Random_projection,41012,0,5.8220958696157965e-01,4.6008834488112988e+00
random,4,160,Random_projection,41013,0,5.9620906102513960e-01,4.6225731138253856e+00
random,4,160,Random_projection,41014,0,5.7781581443883034e-01,4.5840022466389350e+00
random,4,160,Random_projection,41015,0,6.7139822972709828e-01,4.7283738526801287e+00
random,4,160,Random_projection,41016,1,5.1157847435968040e-01,4.4104397019053252e+00
random,4,160,Random_projection,41017,0,5.4607971210852269e-01,4.4930242981325499e+00
random,4,160,Random_projection,41018,0,6.1984119441029673e-01,4.6689145164505135e+00
random,4,160,Random_projection,41019,0,6.4291250835005342e-01,4.7462033417970702e+00
random,4,160,Random_projection,41020,0,6.1054427374916154e-01,4.5722098774425248e+00
random,4,160,Random_projection,41021,0,6.0599900701472975e-01,4.6267895919315656e+00
random,4,160,Random_projection,41022,0,6.3473318700041570e-01,4.7266379568729633e+00
random,4,160,Random_projection,41023,0,6.5253885945568602e-01,4.7090412751249318e+00
random,4,160,Random_projection,41024,0,6.5366831135484316e-01,4.7025307666552045e+00
random,4,160,Random_projection,41025,0,6.4319195058427336e-01,4.6467268253059508e+00
random,4,160,Random_projection,41026,0,5.9497569664813466e-01,4.6228540019373199e+00
random,4,160,Random_projection,41027,0,6.2234855966413416e-01,4.6549077566571242e+00
random,4,160,Random_projection,41028,0,6.6682695145866089e-01,4.7639575768048381e+00
random,4,160,Random_projection,41029,0,5.4464834031175813e-01,4.4546134054253379e+00
random,4,160,Random_blocking,41000,0,6.1694757874005612e-01,4.5323755180648924e+00
random,4,160,Random_blocking,41001,0,6.5342743428177530e-01,4.6062932916619665e+00
random,4,160,Random_blocking,41002,0,6.0475453793425715e-01,4.5668003190568101e+00
random,4,160,Random_blocking,41003,0,5.8672748558235877e-01,4.5072258181089424e+00
random,4,160,Random_blocking,41004,1,5.6796339916034266e-01,4.4600169615658878e+00
random,4,160,Random_blocking,41005,0,6.2618106207713120e-01,4.5932279231214928e+00
random,4,160,Random_blocking,41006,0,6.1330671722809305e-01,4.5737318665701352e+00
random,4,160,Random_blocking,41007,0,6.1642151109269061e-01,4.5083384581228252e+00
random,4,160,Random_blocking,41008,0,5.9568352302436633e-01,4.5799107922956956e+00
random,4,160,Random_blocking,41009,0,6.2316308383695840e-01,4.4978374844369959e+00
random,4,160,Random_blocking,41010,0,6.3150731048912123e-01,4.5833773460894953e+00
random,4,160,Random_blocking,41011,0,6.4047103692476870e-01,4.5746542015910237e+00
random,4,160,Random_blocking,41012,0,6.2015294443386582e-01,4.5940257521896335e+00
random,4,160,Random_blocking,41013,0,6.8409561877328462e-01,4.7212071740641157e+00
random,4,160,Random_blocking,41014,0,6.3931719658830155e-01,4.5289382387062851e+00
random,4,160,Random_blocking,41015,0,6.1267948671583350e-01,4.5447208429581707e+00
random,4,160,Random_blocking,41016,0,6.4147668215739662e-01,4.6357059770364657e+00
random,4,160,Random_blocking,41017,0,6.3394103204639385e-01,4.5640001294770620e+00
random,4,160,Random_blocking,41018,0,5.8624746084608059e-01,4.5215953233640249e+00
random,4,160,Random_blocking,41019,0,6.4670696957627583e-01,4.5940077532383299e+00
random,4,160,Random_blocking,41020,0,6.4450893536484621e-01,4.6518575126926969e+00
random,4,160,Random_blocking,41021,0,5.9481103814959757e-01,4.5408482706527735e+00
random,4,160,Random_blocking,41022,0,6.4184061088663624e-01,4.6599267624323097e+00
random,4,160,Random_blocking,41023,0,6.3457703252152498e-01,4.6144351027070911e+00
random,4,160,Random_blocking,41024,0,6.0754645487193737e-01,4.6112827309739473e+00
random,4,160,Random_blocking,41025,0,6.3397629145736090e-01,4.6034206233318820e+00
random,4,160,Random_blocking,41026,0,6.1580847839155906e-01,4.5703219420941323e+00
random,4,160,Random_blocking,41027,0,5.7732395921841984e-01,4.4539101015571561e+00
random,4,160,Random_blocking,41028,0,6.7704341619912667e-01,4.6037159622341584e+00
random,4,160,Random_blocking,41029,0,5.8577945971094469e-01,4.5326946734683347e+00
